10.5,12.2,9
10.2,13.4,9
12.739,11.274,1
14.662,10.195,0
10.869,11.85,6
13.265,11.187,9
11.872,11.307,9
13.976,11.232,3
10.81,12.787,2
11.01,13.772,1
13.401,11.999,3
11.992,10.299,0
11.328,11.45,3
12.406,10.82,1
10.425,10.512,3
11.594,12.782,5
12.226,13.199,3
11.375,13.884,9
13.342,12.073,3
14.068,13.031,3
13.363,14.54,1
12.781,10.13,1
10.889,11.323,3
10.496,10.775,3
11.867,12.039,3
10.467,12.501,0
12.101,12.027,3
13.184,11.57,3
13.292,10.428,8
10.242,11.501,9
11.251,12.59,3
12.795,10.551,3
11.921,10.861,0
10.027,13.056,7
11.882,10.36,8
11.318,14.06,0
10.173,13.357,3
33.936,33.671,3
30.118,30.501,3
34.837,33.893,3
30.821,30.216,3
30.935,32.46,3
33.401,32.952,1
33.57,31.07,3
30.958,34.668,3
34.668,32.253,8
33.067,34.228,0
32.423,31.833,3
31.095,34.23,3
32.221,32.72,3
34.519,34.115,3
30.14,33,9
34.905,32.086,7
33.79,33.664,1
34.722,31.9,3
33.464,32.613,3
31.013,32.902,3
31.529,32.453,2
30.184,34.865,8
30.214,34.359,4
33.219,34.846,3
31.382,30.374,3
31.443,33.038,3
32.372,30.079,9
34.249,30.491,3
34.87,33.079,3
32.741,32.395,9
31.07,34.764,3
32.767,30.065,1
30.795,33.494,1
34.15,33.7,3
33.927,31.061,1
34.427,34.973,3
60.772,58.814,8
52.938,50.582,3
64.248,66.631,3
60.694,59.287,3
59.145,65.24,9
50.946,61.265,3
61.186,62.144,3
66.272,57.41,1
62.67,57.649,3
50.646,61.19,3
65.102,68.667,0
53.614,65.491,1
68.701,66.31,3
63.265,68.224,6
61.499,64.88,7
66.506,69.471,3
54.434,69.961,3
67.949,57.911,14
68.565,56.173,2
65.026,55.635,9
61.892,67.709,3
66.958,56.383,0
65.595,59.813,4
60.036,56.914,3
55.304,57.161,2
62.048,60.655,3
