10.5,12.2,5
10.2,13.4,5
12.739,11.274,5
14.662,10.195,6
10.869,11.85,6
13.265,11.187,6
11.872,11.307,7
13.976,11.232,7
10.81,12.787,7
11.01,13.772,6
13.401,11.999,2
11.992,10.299,4
11.328,11.45,2
12.406,10.82,5
10.425,10.512,6
11.594,12.782,7
12.226,13.199,7
11.375,13.884,8
13.342,12.073,8
14.068,13.031,6
13.363,14.54,6
12.781,10.13,6
10.889,11.323,2
10.496,10.775,0
11.867,12.039,9
10.467,12.501,9
12.101,12.027,1
13.184,11.57,9
13.292,10.428,3
10.242,11.501,6
11.251,12.59,8
12.795,10.551,0
11.921,10.861,7
10.027,13.056,9
11.882,10.36,0
11.318,14.06,1
10.173,13.357,2
33.936,33.671,6
30.118,30.501,7
34.837,33.893,9
30.821,30.216,10
30.935,32.46,10
33.401,32.952,8
33.57,31.07,5
30.958,34.668,8
34.668,32.253,6
33.067,34.228,6
32.423,31.833,7
31.095,34.23,5
32.221,32.72,7
34.519,34.115,10
30.14,33,7
34.905,32.086,7
33.79,33.664,6
34.722,31.9,11
33.464,32.613,11
31.013,32.902,11
31.529,32.453,7
30.184,34.865,6
30.214,34.359,12
33.219,34.846,12
31.382,30.374,5
31.443,33.038,9
32.372,30.079,8
34.249,30.491,12
34.87,33.079,9
32.741,32.395,9
31.07,34.764,10
32.767,30.065,6
30.795,33.494,6
34.15,33.7,6
33.927,31.061,8
34.427,34.973,13
60.772,58.814,13
52.938,50.582,6
64.248,66.631,6
60.694,59.287,5
59.145,65.24,7
50.946,61.265,0
61.186,62.144,10
66.272,57.41,6
62.67,57.649,7
50.646,61.19,9
65.102,68.667,13
53.614,65.491,14
68.701,66.31,14
63.265,68.224,14
61.499,64.88,11
66.506,69.471,6
54.434,69.961,4
67.949,57.911,10
68.565,56.173,11
65.026,55.635,2
61.892,67.709,1
66.958,56.383,4
65.595,59.813,0
60.036,56.914,1
55.304,57.161,2
62.048,60.655,3
--------
10.5,12.2,6
10.2,13.4,3
12.739,11.274,9
14.662,10.195,12
10.869,11.85,7
13.265,11.187,11
11.872,11.307,6
13.976,11.232,7
10.81,12.787,5
11.01,13.772,9
13.401,11.999,7
11.992,10.299,9
11.328,11.45,6
12.406,10.82,7
10.425,10.512,7
11.594,12.782,8
12.226,13.199,8
11.375,13.884,12
13.342,12.073,6
14.068,13.031,6
13.363,14.54,7
12.781,10.13,8
10.889,11.323,8
10.496,10.775,7
11.867,12.039,7
10.467,12.501,1
12.101,12.027,7
13.184,11.57,10
13.292,10.428,8
10.242,11.501,8
11.251,12.59,12
12.795,10.551,8
11.921,10.861,6
10.027,13.056,8
11.882,10.36,8
11.318,14.06,15
10.173,13.357,15
33.936,33.671,15
30.118,30.501,6
34.837,33.893,8
30.821,30.216,8
30.935,32.46,12
33.401,32.952,8
33.57,31.07,8
30.958,34.668,8
34.668,32.253,8
33.067,34.228,8
32.423,31.833,8
31.095,34.23,5
32.221,32.72,8
34.519,34.115,8
30.14,33,8
34.905,32.086,8
33.79,33.664,6
34.722,31.9,3
33.464,32.613,7
31.013,32.902,9
31.529,32.453,4
30.184,34.865,8
30.214,34.359,8
33.219,34.846,12
31.382,30.374,8
31.443,33.038,8
32.372,30.079,6
34.249,30.491,8
34.87,33.079,8
32.741,32.395,9
31.07,34.764,8
32.767,30.065,8
30.795,33.494,12
34.15,33.7,8
33.927,31.061,15
34.427,34.973,8
60.772,58.814,8
52.938,50.582,8
64.248,66.631,8
60.694,59.287,5
59.145,65.24,7
50.946,61.265,8
61.186,62.144,6
66.272,57.41,6
62.67,57.649,7
50.646,61.19,0
65.102,68.667,12
53.614,65.491,8
68.701,66.31,9
63.265,68.224,15
61.499,64.88,9
66.506,69.471,6
54.434,69.961,6
67.949,57.911,13
68.565,56.173,12
65.026,55.635,2
61.892,67.709,1
66.958,56.383,8
65.595,59.813,0
60.036,56.914,1
55.304,57.161,2
62.048,60.655,8
--------
10.5,12.2,5
10.2,13.4,8
12.739,11.274,4
14.662,10.195,4
10.869,11.85,8
13.265,11.187,5
11.872,11.307,9
13.976,11.232,8
10.81,12.787,3
11.01,13.772,8
13.401,11.999,8
11.992,10.299,12
11.328,11.45,7
12.406,10.82,8
10.425,10.512,8
11.594,12.782,8
12.226,13.199,8
11.375,13.884,5
13.342,12.073,9
14.068,13.031,7
13.363,14.54,11
12.781,10.13,8
10.889,11.323,8
10.496,10.775,4
11.867,12.039,8
10.467,12.501,9
12.101,12.027,8
13.184,11.57,15
13.292,10.428,8
10.242,11.501,8
11.251,12.59,4
12.795,10.551,8
11.921,10.861,3
10.027,13.056,8
11.882,10.36,8
11.318,14.06,8
10.173,13.357,15
33.936,33.671,15
30.118,30.501,8
34.837,33.893,3
30.821,30.216,5
30.935,32.46,12
33.401,32.952,8
33.57,31.07,8
30.958,34.668,3
34.668,32.253,4
33.067,34.228,4
32.423,31.833,4
31.095,34.23,4
32.221,32.72,4
34.519,34.115,4
30.14,33,5
34.905,32.086,15
33.79,33.664,4
34.722,31.9,8
33.464,32.613,4
31.013,32.902,4
31.529,32.453,8
30.184,34.865,4
30.214,34.359,4
33.219,34.846,9
31.382,30.374,3
31.443,33.038,4
32.372,30.079,9
34.249,30.491,9
34.87,33.079,4
32.741,32.395,3
31.07,34.764,4
32.767,30.065,5
30.795,33.494,5
34.15,33.7,0
33.927,31.061,4
34.427,34.973,5
60.772,58.814,3
52.938,50.582,4
64.248,66.631,4
60.694,59.287,5
59.145,65.24,7
50.946,61.265,5
61.186,62.144,3
66.272,57.41,4
62.67,57.649,7
50.646,61.19,4
65.102,68.667,3
53.614,65.491,8
68.701,66.31,9
63.265,68.224,15
61.499,64.88,0
66.506,69.471,9
54.434,69.961,3
67.949,57.911,15
68.565,56.173,9
65.026,55.635,2
61.892,67.709,1
66.958,56.383,8
65.595,59.813,0
60.036,56.914,1
55.304,57.161,2
62.048,60.655,8
--------
10.5,12.2,4
10.2,13.4,3
12.739,11.274,4
14.662,10.195,4
10.869,11.85,4
13.265,11.187,8
11.872,11.307,4
13.976,11.232,3
10.81,12.787,8
11.01,13.772,8
13.401,11.999,4
11.992,10.299,8
11.328,11.45,4
12.406,10.82,3
10.425,10.512,3
11.594,12.782,4
12.226,13.199,4
11.375,13.884,9
13.342,12.073,4
14.068,13.031,5
13.363,14.54,4
12.781,10.13,7
10.889,11.323,5
10.496,10.775,8
11.867,12.039,0
10.467,12.501,5
12.101,12.027,5
13.184,11.57,4
13.292,10.428,5
10.242,11.501,9
11.251,12.59,0
12.795,10.551,4
11.921,10.861,15
10.027,13.056,3
11.882,10.36,4
11.318,14.06,4
10.173,13.357,4
33.936,33.671,4
30.118,30.501,5
34.837,33.893,8
30.821,30.216,8
30.935,32.46,4
33.401,32.952,4
33.57,31.07,4
30.958,34.668,0
34.668,32.253,4
33.067,34.228,0
32.423,31.833,4
31.095,34.23,4
32.221,32.72,4
34.519,34.115,4
30.14,33,4
34.905,32.086,4
33.79,33.664,4
34.722,31.9,4
33.464,32.613,5
31.013,32.902,4
31.529,32.453,4
30.184,34.865,4
30.214,34.359,4
33.219,34.846,4
31.382,30.374,4
31.443,33.038,4
32.372,30.079,15
34.249,30.491,4
34.87,33.079,4
32.741,32.395,4
31.07,34.764,4
32.767,30.065,4
30.795,33.494,5
34.15,33.7,4
33.927,31.061,4
34.427,34.973,4
60.772,58.814,4
52.938,50.582,4
64.248,66.631,4
60.694,59.287,5
59.145,65.24,7
