10.5,12.2,5
10.2,13.4,5
12.739,11.274,6
14.662,10.195,0
10.869,11.85,6
13.265,11.187,5
11.872,11.307,1
13.976,11.232,6
10.81,12.787,4
11.01,13.772,6
13.401,11.999,0
11.992,10.299,3
11.328,11.45,1
12.406,10.82,7
10.425,10.512,7
11.594,12.782,3
12.226,13.199,0
11.375,13.884,7
13.342,12.073,7
14.068,13.031,6
13.363,14.54,0
12.781,10.13,7
10.889,11.323,7
10.496,10.775,8
11.867,12.039,8
10.467,12.501,9
12.101,12.027,9
13.184,11.57,7
13.292,10.428,8
10.242,11.501,8
11.251,12.59,9
12.795,10.551,9
11.921,10.861,3
10.027,13.056,6
11.882,10.36,5
11.318,14.06,3
10.173,13.357,7
33.936,33.671,7
30.118,30.501,10
34.837,33.893,10
30.821,30.216,8
30.935,32.46,5
33.401,32.952,6
33.57,31.07,9
30.958,34.668,7
34.668,32.253,11
33.067,34.228,11
32.423,31.833,9
31.095,34.23,9
32.221,32.72,0
34.519,34.115,7
30.14,33,8
34.905,32.086,6
33.79,33.664,9
34.722,31.9,7
33.464,32.613,1
31.013,32.902,6
31.529,32.453,6
30.184,34.865,12
30.214,34.359,12
33.219,34.846,6
31.382,30.374,7
31.443,33.038,7
32.372,30.079,12
34.249,30.491,11
34.87,33.079,9
32.741,32.395,8
31.07,34.764,9
32.767,30.065,8
30.795,33.494,10
34.15,33.7,9
33.927,31.061,6
34.427,34.973,5
60.772,58.814,13
52.938,50.582,13
64.248,66.631,7
60.694,59.287,5
59.145,65.24,8
50.946,61.265,6
61.186,62.144,13
66.272,57.41,6
62.67,57.649,7
50.646,61.19,5
65.102,68.667,9
53.614,65.491,7
68.701,66.31,12
63.265,68.224,11
61.499,64.88,0
66.506,69.471,1
54.434,69.961,4
67.949,57.911,9
68.565,56.173,8
65.026,55.635,2
61.892,67.709,3
66.958,56.383,4
65.595,59.813,10
60.036,56.914,1
55.304,57.161,2
62.048,60.655,3
