10.5,12.2,14
10.2,13.4,14
12.739,11.274,2
14.662,10.195,9
10.869,11.85,2
13.265,11.187,0
11.872,11.307,2
13.976,11.232,2
10.81,12.787,2
11.01,13.772,2
13.401,11.999,14
11.992,10.299,2
11.328,11.45,4
12.406,10.82,2
10.425,10.512,14
11.594,12.782,14
12.226,13.199,2
11.375,13.884,2
13.342,12.073,2
14.068,13.031,2
13.363,14.54,2
12.781,10.13,2
10.889,11.323,2
10.496,10.775,2
11.867,12.039,2
10.467,12.501,0
12.101,12.027,2
13.184,11.57,4
13.292,10.428,2
10.242,11.501,2
11.251,12.59,14
12.795,10.551,14
11.921,10.861,0
10.027,13.056,6
11.882,10.36,2
11.318,14.06,14
10.173,13.357,2
33.936,33.671,2
30.118,30.501,4
34.837,33.893,2
30.821,30.216,10
30.935,32.46,2
33.401,32.952,2
33.57,31.07,0
30.958,34.668,2
34.668,32.253,2
33.067,34.228,2
32.423,31.833,4
31.095,34.23,2
32.221,32.72,14
34.519,34.115,2
30.14,33,14
34.905,32.086,14
33.79,33.664,11
34.722,31.9,14
33.464,32.613,2
31.013,32.902,14
31.529,32.453,2
30.184,34.865,4
30.214,34.359,14
33.219,34.846,2
31.382,30.374,2
31.443,33.038,14
32.372,30.079,2
34.249,30.491,2
34.87,33.079,3
32.741,32.395,2
31.07,34.764,2
32.767,30.065,2
30.795,33.494,2
34.15,33.7,4
33.927,31.061,4
34.427,34.973,2
60.772,58.814,2
52.938,50.582,14
64.248,66.631,0
60.694,59.287,14
59.145,65.24,2
50.946,61.265,14
61.186,62.144,2
66.272,57.41,1
62.67,57.649,14
50.646,61.19,0
65.102,68.667,14
53.614,65.491,1
68.701,66.31,2
63.265,68.224,7
61.499,64.88,2
66.506,69.471,4
54.434,69.961,2
67.949,57.911,2
68.565,56.173,4
65.026,55.635,14
61.892,67.709,3
66.958,56.383,2
65.595,59.813,2
60.036,56.914,2
55.304,57.161,2
62.048,60.655,14
